stained_absorbance,unstained_absorbance,stained_hue,unstained_hue,image,cell_type
0.216,0.147,113,98,021-05-04_Q_7_unstained,XF
0.180,0.131,117,202,021-05-04_Q_7_unstained,XF
0.208,0.135,111,241,021-05-04_Q_7_unstained,XF
0.201,0.086,112,24,021-05-04_Q_7_unstained,XF
0.224,0.109,114,156,021-05-04_Q_7_unstained,XF
0.166,0.088,116,177,021-05-04_Q_7_unstained,XF
0.252,0.128,114,241,021-05-04_Q_7_unstained,XF
0.317,0.214,118,170,021-05-04_Q_7_unstained,XF
0.260,0.182,116,194,021-05-04_Q_7_unstained,XF
0.308,0.214,117,213,021-05-04_Q_7_unstained,XF
0.210,0.145,120,156,021-05-04_Q_7_unstained,XF
0.237,0.111,113,42,021-05-04_Q_7_unstained,XF
0.287,0.185,116,221,021-05-04_Q_7_unstained,XF
0.351,0.188,116,20,021-05-04_Q_7_unstained,XF
0.360,0.181,118,149,021-05-04_Q_7_unstained,XF
0.350,0.185,115,128,021-05-04_Q_7_unstained,XF
0.306,0.191,116,138,021-05-04_Q_7_unstained,XF
0.367,0.213,115,204,021-05-04_Q_7_unstained,XF
0.165,0.037,114,128,021-05-04_Q_7_unstained,XF-CML
0.170,0.075,115,142,021-05-04_Q_7_unstained,XF-CML
0.166,0.042,111,56,021-05-04_Q_7_unstained,XF-CML
0.168,0.048,109,61,021-05-04_Q_7_unstained,XF-CML
0.180,0.018,112,42,021-05-04_Q_7_unstained,XF-CML
0.180,0.056,110,84,021-05-04_Q_7_unstained,XF-CML
0.172,0.057,111,72,021-05-04_Q_7_unstained,XF-CML
0.175,0.021,111,105,021-05-04_Q_7_unstained,XF-CML
0.299,0.121,116,52,021-05-04_Q_7_unstained,XF-CML
0.332,0.189,115,230,021-05-04_Q_7_unstained,XF-CML
0.231,0.045,114,54,021-05-04_Q_7_unstained,XF-CML
0.238,0.059,114,116,021-05-04_Q_7_unstained,XF-CML
0.246,0.062,113,96,021-05-04_Q_7_unstained,XF-CML
0.208,0.049,112,27,021-05-04_Q_7_unstained,XF-CML
0.180,0.031,112,84,021-05-04_Q_7_unstained,XF-CML
0.183,0.045,112,77,021-05-04_Q_7_unstained,XF-CML
0.218,0.036,115,121,021-05-04_Q_7_unstained,XF-CML
0.189,0.031,115,77,021-05-04_Q_7_unstained,XF-CML
0.218,0.061,114,122,021-05-04_Q_7_unstained,XF-CML
0.190,5.694E-4,114,128,021-05-04_Q_7_unstained,XF-CML
0.131,0.100,106,42,021-05-04_Q_7_unstained,IF
0.137,0.108,106,234,021-05-04_Q_7_unstained,IF
0.176,0.150,93,16,021-05-04_Q_7_unstained,IF
0.117,0.083,110,235,021-05-04_Q_7_unstained,IF
0.137,0.113,97,247,021-05-04_Q_7_unstained,IF
0.086,0.057,107,11,021-05-04_Q_7_unstained,IF
0.097,0.045,103,234,021-05-04_Q_7_unstained,IF
0.109,0.088,106,241,021-05-04_Q_7_unstained,IF
0.118,0.083,111,236,021-05-04_Q_7_unstained,IF
0.165,0.149,89,36,021-05-04_Q_7_unstained,IF
0.198,0.196,93,20,021-05-04_Q_7_unstained,IF
0.154,0.128,111,237,021-05-04_Q_7_unstained,IF
0.159,0.133,100,248,021-05-04_Q_7_unstained,IF
0.177,0.160,107,11,021-05-04_Q_7_unstained,IF
0.164,0.154,107,241,021-05-04_Q_7_unstained,IF
0.231,0.223,84,10,021-05-04_Q_7_unstained,IF
0.109,0.100,107,242,021-05-04_Q_7_unstained,IF
0.145,0.128,117,241,021-05-04_Q_7_unstained,IF
0.122,0.111,100,13,021-05-04_Q_7_unstained,IF
0.152,0.127,88,244,021-05-04_Q_7_unstained,IF
0.091,0.020,97,57,021-05-04_Q_7_unstained,IF-CML
0.077,0.002,100,84,021-05-04_Q_7_unstained,IF-CML
0.058,0.041,105,239,021-05-04_Q_7_unstained,IF-CML
0.080,0.015,105,51,021-05-04_Q_7_unstained,IF-CML
0.086,0.035,103,34,021-05-04_Q_7_unstained,IF-CML
0.068,0.024,103,13,021-05-04_Q_7_unstained,IF-CML
0.073,0.013,105,52,021-05-04_Q_7_unstained,IF-CML
0.088,0.008,105,63,021-05-04_Q_7_unstained,IF-CML
0.054,0.000,102,128,021-05-04_Q_7_unstained,IF-CML
0.102,0.030,108,63,021-05-04_Q_7_unstained,IF-CML
0.080,0.012,106,20,021-05-04_Q_7_unstained,IF-CML
0.072,0.002,103,63,021-05-04_Q_7_unstained,IF-CML
0.056,0.000,101,128,021-05-04_Q_7_unstained,IF-CML
0.110,0.022,98,50,021-05-04_Q_7_unstained,IF-CML
0.089,0.015,102,60,021-05-04_Q_7_unstained,IF-CML
0.088,0.014,99,51,021-05-04_Q_7_unstained,IF-CML
0.091,0.009,97,32,021-05-04_Q_7_unstained,IF-CML
0.074,0.006,103,42,021-05-04_Q_7_unstained,IF-CML
0.055,0.000,102,128,021-05-04_Q_7_unstained,IF-CML
0.112,0.032,101,38,021-05-04_Q_7_unstained,IF-CML
0.143,0.025,111,65,021-05-04_Q_7_unstained,LP
0.129,0.028,111,20,021-05-04_Q_7_unstained,LP
0.151,0.058,107,84,021-05-04_Q_7_unstained,LP
0.118,0.006,113,42,021-05-04_Q_7_unstained,LP
0.133,0.081,102,63,021-05-04_Q_7_unstained,LP
0.217,0.094,100,64,021-05-04_Q_7_unstained,LP
0.165,0.059,108,38,021-05-04_Q_7_unstained,LP
0.122,0.010,109,149,021-05-04_Q_7_unstained,LP
0.084,0.000,110,128,021-05-04_Q_7_unstained,LP
0.137,0.047,113,7,021-05-04_Q_7_unstained,LP
0.152,0.048,110,95,021-05-04_Q_7_unstained,LP
0.117,0.007,110,84,021-05-04_Q_7_unstained,LP
0.092,0.000,109,128,021-05-04_Q_7_unstained,LP
0.089,0.006,107,84,021-05-04_Q_7_unstained,LP
0.128,0.078,108,56,021-05-04_Q_7_unstained,LP
0.152,0.078,111,42,021-05-04_Q_7_unstained,LP
0.121,0.046,114,170,021-05-04_Q_7_unstained,LP
0.176,0.151,114,146,021-05-04_Q_7_unstained,LP
0.164,0.017,111,59,021-05-04_Q_7_unstained,LP
0.120,0.002,112,156,021-05-04_Q_7_unstained,LP
0.184,0.162,125,137,021-05-04_Q_7_unstained,PH
0.195,0.187,117,131,021-05-04_Q_7_unstained,PH
0.152,0.149,140,146,021-05-04_Q_7_unstained,PH
0.156,0.184,155,181,021-05-04_Q_7_unstained,PH
0.166,0.213,111,128,021-05-04_Q_7_unstained,PH
0.155,0.209,142,120,021-05-04_Q_7_unstained,PH
0.060,0.066,112,128,021-05-04_Q_7_unstained,PH
0.152,0.243,170,84,021-05-04_Q_7_unstained,PH
0.182,0.213,128,156,021-05-04_Q_7_unstained,PH
0.195,0.234,117,213,021-05-04_Q_7_unstained,PH
0.116,0.116,133,135,021-05-04_Q_7_unstained,PH
0.111,0.166,118,230,021-05-04_Q_7_unstained,PH
0.127,0.131,144,151,021-05-04_Q_7_unstained,PH
0.160,0.193,133,213,021-05-04_Q_7_unstained,PH
0.106,0.133,128,142,021-05-04_Q_7_unstained,PH
0.071,0.069,135,170,021-05-04_Q_7_unstained,PH
0.116,0.164,156,177,021-05-04_Q_7_unstained,PH
0.122,0.103,118,136,021-05-04_Q_7_unstained,PH
0.136,0.115,110,124,021-05-04_Q_7_unstained,PH
0.185,0.224,149,144,021-05-04_Q_7_unstained,PH
0.070,0.079,10,20,021-05-04_Q_7_unstained,BG
0.066,0.068,18,34,021-05-04_Q_7_unstained,BG
0.070,0.073,18,24,021-05-04_Q_7_unstained,BG
0.072,0.074,26,23,021-05-04_Q_7_unstained,BG
0.071,0.072,24,29,021-05-04_Q_7_unstained,BG
0.069,0.072,20,34,021-05-04_Q_7_unstained,BG
0.067,0.077,30,16,021-05-04_Q_7_unstained,BG
0.077,0.081,23,35,021-05-04_Q_7_unstained,BG
0.080,0.079,26,23,021-05-04_Q_7_unstained,BG
0.072,0.091,29,5,021-05-04_Q_7_unstained,BG
0.076,0.082,42,22,021-05-04_Q_7_unstained,BG
0.077,0.080,31,27,021-05-04_Q_7_unstained,BG
0.071,0.074,18,17,021-05-04_Q_7_unstained,BG
0.074,0.076,24,27,021-05-04_Q_7_unstained,BG
0.075,0.089,34,49,021-05-04_Q_7_unstained,BG
0.071,0.074,34,20,021-05-04_Q_7_unstained,BG
0.073,0.074,35,26,021-05-04_Q_7_unstained,BG
0.084,0.080,35,17,021-05-04_Q_7_unstained,BG
0.086,0.075,32,24,021-05-04_Q_7_unstained,BG
0.089,0.084,42,26,021-05-04_Q_7_unstained,BG
