stained_absorbance,unstained_absorbance,stained_hue,unstained_hue,image,cell_type
0.045,7.121E-4,106,128,2021-05-06_Q_6_unstained,IF-CML
0.044,0.003,106,198,2021-05-06_Q_6_unstained,IF-CML
0.069,0.027,105,242,2021-05-06_Q_6_unstained,IF-CML
0.058,0.020,106,230,2021-05-06_Q_6_unstained,IF-CML
0.038,0.000,102,128,2021-05-06_Q_6_unstained,IF-CML
0.028,0.000,96,128,2021-05-06_Q_6_unstained,IF-CML
0.036,0.003,98,241,2021-05-06_Q_6_unstained,IF-CML
0.045,0.029,103,219,2021-05-06_Q_6_unstained,IF-CML
0.033,0.000,105,128,2021-05-06_Q_6_unstained,IF-CML
0.038,0.005,96,76,2021-05-06_Q_6_unstained,LP
0.068,1.422E-4,107,128,2021-05-06_Q_6_unstained,LP
0.061,0.000,99,128,2021-05-06_Q_6_unstained,LP
0.053,8.555E-4,104,170,2021-05-06_Q_6_unstained,LP
0.042,0.001,105,255,2021-05-06_Q_6_unstained,LP
0.035,2.844E-4,101,128,2021-05-06_Q_6_unstained,LP
0.059,0.014,110,230,2021-05-06_Q_6_unstained,LP
0.047,0.005,113,175,2021-05-06_Q_6_unstained,LP
0.087,0.064,107,241,2021-05-06_Q_6_unstained,LP
0.128,0.119,105,18,2021-05-06_Q_6_unstained,LP
0.116,0.064,107,191,2021-05-06_Q_6_unstained,LP
0.055,0.018,108,227,2021-05-06_Q_6_unstained,LP
0.043,0.002,108,184,2021-05-06_Q_6_unstained,LP
0.039,0.000,102,128,2021-05-06_Q_6_unstained,LP
0.031,0.000,99,128,2021-05-06_Q_6_unstained,LP
0.034,0.000,100,128,2021-05-06_Q_6_unstained,LP
0.050,0.000,104,128,2021-05-06_Q_6_unstained,LP
0.040,0.000,107,128,2021-05-06_Q_6_unstained,LP
0.050,0.069,114,170,2021-05-06_Q_6_unstained,LP
0.075,0.017,103,86,2021-05-06_Q_6_unstained,LP
0.200,0.200,105,128,2021-05-06_Q_6_unstained,PH
0.135,0.155,132,146,2021-05-06_Q_6_unstained,PH
0.143,0.222,140,155,2021-05-06_Q_6_unstained,PH
0.124,0.156,123,132,2021-05-06_Q_6_unstained,PH
0.155,0.182,156,183,2021-05-06_Q_6_unstained,PH
0.127,0.130,112,92,2021-05-06_Q_6_unstained,PH
0.126,0.166,149,175,2021-05-06_Q_6_unstained,PH
0.131,0.177,108,162,2021-05-06_Q_6_unstained,PH
0.092,0.106,137,128,2021-05-06_Q_6_unstained,PH
0.094,0.134,128,112,2021-05-06_Q_6_unstained,PH
0.119,0.158,118,191,2021-05-06_Q_6_unstained,PH
0.069,0.075,112,116,2021-05-06_Q_6_unstained,PH
0.107,0.131,132,117,2021-05-06_Q_6_unstained,PH
0.096,0.100,147,123,2021-05-06_Q_6_unstained,PH
0.112,0.141,179,142,2021-05-06_Q_6_unstained,PH
0.100,0.129,113,120,2021-05-06_Q_6_unstained,PH
0.093,0.104,114,137,2021-05-06_Q_6_unstained,PH
0.158,0.135,103,98,2021-05-06_Q_6_unstained,PH
0.116,0.145,136,128,2021-05-06_Q_6_unstained,PH
0.110,0.133,139,138,2021-05-06_Q_6_unstained,PH
0.072,0.066,31,13,2021-05-06_Q_6_unstained,BG
0.069,0.065,49,23,2021-05-06_Q_6_unstained,BG
0.071,0.067,31,34,2021-05-06_Q_6_unstained,BG
0.065,0.072,31,42,2021-05-06_Q_6_unstained,BG
0.067,0.070,16,36,2021-05-06_Q_6_unstained,BG
0.067,0.065,31,24,2021-05-06_Q_6_unstained,BG
0.065,0.063,29,35,2021-05-06_Q_6_unstained,BG
0.068,0.066,24,27,2021-05-06_Q_6_unstained,BG
0.072,0.070,22,22,2021-05-06_Q_6_unstained,BG
0.062,0.068,52,23,2021-05-06_Q_6_unstained,BG
0.068,0.076,23,32,2021-05-06_Q_6_unstained,BG
0.066,0.070,37,37,2021-05-06_Q_6_unstained,BG
0.067,0.070,31,31,2021-05-06_Q_6_unstained,BG
0.077,0.084,42,35,2021-05-06_Q_6_unstained,BG
0.079,0.082,42,35,2021-05-06_Q_6_unstained,BG
0.069,0.072,50,48,2021-05-06_Q_6_unstained,BG
0.072,0.082,30,34,2021-05-06_Q_6_unstained,BG
0.076,0.071,42,32,2021-05-06_Q_6_unstained,BG
0.072,0.068,42,23,2021-05-06_Q_6_unstained,BG
0.072,0.074,23,20,2021-05-06_Q_6_unstained,BG
