stained_absorbance,unstained_absorbance,stained_hue,unstained_hue,image,cell_type
0.342,0.062,118,109,2021-05-11_Q_8_unstained,XF-CML
0.338,0.030,117,128,2021-05-11_Q_8_unstained,XF-CML
0.368,0.034,118,96,2021-05-11_Q_8_unstained,XF-CML
0.435,0.141,119,119,2021-05-11_Q_8_unstained,XF-CML
0.461,0.143,119,146,2021-05-11_Q_8_unstained,XF-CML
0.431,0.137,119,137,2021-05-11_Q_8_unstained,XF-CML
0.429,0.083,119,84,2021-05-11_Q_8_unstained,XF-CML
0.468,0.127,118,170,2021-05-11_Q_8_unstained,XF-CML
0.295,0.115,115,128,2021-05-11_Q_8_unstained,XF-CML
0.370,0.071,117,112,2021-05-11_Q_8_unstained,XF-CML
0.337,0.185,115,105,2021-05-11_Q_8_unstained,XF-CML
0.450,0.206,119,136,2021-05-11_Q_8_unstained,XF-CML
0.106,0.058,107,56,2021-05-11_Q_8_unstained,IF
0.114,0.065,109,105,2021-05-11_Q_8_unstained,IF
0.141,0.089,109,49,2021-05-11_Q_8_unstained,IF
0.140,0.099,107,140,2021-05-11_Q_8_unstained,IF
0.145,0.082,110,170,2021-05-11_Q_8_unstained,IF
0.147,0.103,111,220,2021-05-11_Q_8_unstained,IF
0.187,0.168,100,32,2021-05-11_Q_8_unstained,IF
0.173,0.176,106,84,2021-05-11_Q_8_unstained,IF
0.136,0.105,108,42,2021-05-11_Q_8_unstained,IF
0.154,0.132,110,116,2021-05-11_Q_8_unstained,IF
0.138,0.106,109,52,2021-05-11_Q_8_unstained,IF
0.135,0.123,113,191,2021-05-11_Q_8_unstained,IF
0.193,0.108,111,63,2021-05-11_Q_8_unstained,IF
0.223,0.183,110,213,2021-05-11_Q_8_unstained,IF
0.186,0.121,110,128,2021-05-11_Q_8_unstained,IF
0.184,0.100,110,11,2021-05-11_Q_8_unstained,IF
0.200,0.126,110,149,2021-05-11_Q_8_unstained,IF
0.233,0.139,109,29,2021-05-11_Q_8_unstained,IF
0.184,0.098,111,27,2021-05-11_Q_8_unstained,IF
0.196,0.112,111,175,2021-05-11_Q_8_unstained,IF
0.158,0.005,109,84,2021-05-11_Q_8_unstained,IF-CML
0.124,0.000,111,128,2021-05-11_Q_8_unstained,IF-CML
0.150,0.014,108,119,2021-05-11_Q_8_unstained,IF-CML
0.135,0.000,111,128,2021-05-11_Q_8_unstained,IF-CML
0.121,5.694E-4,109,128,2021-05-11_Q_8_unstained,IF-CML
0.126,0.004,112,213,2021-05-11_Q_8_unstained,IF-CML
0.142,0.021,112,102,2021-05-11_Q_8_unstained,IF-CML
0.139,0.009,110,84,2021-05-11_Q_8_unstained,IF-CML
0.142,0.000,112,128,2021-05-11_Q_8_unstained,IF-CML
0.145,0.008,111,63,2021-05-11_Q_8_unstained,IF-CML
0.121,0.005,110,170,2021-05-11_Q_8_unstained,IF-CML
0.153,0.041,107,115,2021-05-11_Q_8_unstained,IF-CML
0.154,0.010,111,94,2021-05-11_Q_8_unstained,IF-CML
0.166,0.000,114,128,2021-05-11_Q_8_unstained,IF-CML
0.174,2.844E-4,114,128,2021-05-11_Q_8_unstained,IF-CML
0.140,0.000,113,128,2021-05-11_Q_8_unstained,IF-CML
0.195,0.013,114,128,2021-05-11_Q_8_unstained,IF-CML
0.195,0.029,113,128,2021-05-11_Q_8_unstained,IF-CML
0.162,1.422E-4,113,128,2021-05-11_Q_8_unstained,IF-CML
0.128,0.000,111,128,2021-05-11_Q_8_unstained,IF-CML
0.225,0.054,112,32,2021-05-11_Q_8_unstained,LP
0.254,0.023,112,93,2021-05-11_Q_8_unstained,LP
0.235,0.058,113,42,2021-05-11_Q_8_unstained,LP
0.299,0.122,107,96,2021-05-11_Q_8_unstained,LP
0.218,0.005,113,95,2021-05-11_Q_8_unstained,LP
0.167,0.062,112,245,2021-05-11_Q_8_unstained,LP
0.202,0.072,111,227,2021-05-11_Q_8_unstained,LP
0.208,0.089,114,79,2021-05-11_Q_8_unstained,LP
0.273,0.145,112,223,2021-05-11_Q_8_unstained,LP
0.244,0.124,111,191,2021-05-11_Q_8_unstained,LP
0.255,0.130,112,115,2021-05-11_Q_8_unstained,LP
0.206,0.032,113,42,2021-05-11_Q_8_unstained,LP
0.213,0.012,115,73,2021-05-11_Q_8_unstained,LP
0.146,0.018,111,89,2021-05-11_Q_8_unstained,LP
0.157,0.025,112,116,2021-05-11_Q_8_unstained,LP
0.206,0.038,115,80,2021-05-11_Q_8_unstained,LP
0.198,0.027,111,99,2021-05-11_Q_8_unstained,LP
0.259,0.139,114,63,2021-05-11_Q_8_unstained,LP
0.207,0.067,113,115,2021-05-11_Q_8_unstained,LP
0.197,0.214,112,63,2021-05-11_Q_8_unstained,LP
0.180,0.247,118,156,2021-05-11_Q_8_unstained,PH
0.151,0.197,134,154,2021-05-11_Q_8_unstained,PH
0.159,0.222,139,146,2021-05-11_Q_8_unstained,PH
0.155,0.199,134,133,2021-05-11_Q_8_unstained,PH
0.116,0.177,133,116,2021-05-11_Q_8_unstained,PH
0.145,0.232,120,139,2021-05-11_Q_8_unstained,PH
0.167,0.223,147,166,2021-05-11_Q_8_unstained,PH
0.129,0.198,120,137,2021-05-11_Q_8_unstained,PH
0.214,0.246,129,143,2021-05-11_Q_8_unstained,PH
0.215,0.224,128,144,2021-05-11_Q_8_unstained,PH
0.207,0.233,128,153,2021-05-11_Q_8_unstained,PH
0.199,0.253,118,157,2021-05-11_Q_8_unstained,PH
0.245,0.272,128,165,2021-05-11_Q_8_unstained,PH
0.208,0.229,130,137,2021-05-11_Q_8_unstained,PH
0.211,0.267,131,153,2021-05-11_Q_8_unstained,PH
0.147,0.196,135,147,2021-05-11_Q_8_unstained,PH
0.146,0.198,135,149,2021-05-11_Q_8_unstained,PH
0.169,0.221,135,146,2021-05-11_Q_8_unstained,PH
0.190,0.221,124,144,2021-05-11_Q_8_unstained,PH
0.168,0.228,123,146,2021-05-11_Q_8_unstained,PH
0.070,0.061,42,63,2021-05-11_Q_8_unstained,BG
0.074,0.063,30,27,2021-05-11_Q_8_unstained,BG
0.061,0.075,35,32,2021-05-11_Q_8_unstained,BG
0.059,0.073,33,18,2021-05-11_Q_8_unstained,BG
0.060,0.069,66,34,2021-05-11_Q_8_unstained,BG
0.067,0.067,42,33,2021-05-11_Q_8_unstained,BG
0.073,0.070,26,42,2021-05-11_Q_8_unstained,BG
0.085,0.072,70,42,2021-05-11_Q_8_unstained,BG
0.083,0.073,52,16,2021-05-11_Q_8_unstained,BG
0.067,0.071,68,32,2021-05-11_Q_8_unstained,BG
0.071,0.071,56,27,2021-05-11_Q_8_unstained,BG
0.074,0.083,59,31,2021-05-11_Q_8_unstained,BG
0.076,0.086,57,20,2021-05-11_Q_8_unstained,BG
0.070,0.084,52,42,2021-05-11_Q_8_unstained,BG
0.089,0.102,52,38,2021-05-11_Q_8_unstained,BG
0.099,0.104,48,34,2021-05-11_Q_8_unstained,BG
0.082,0.086,48,23,2021-05-11_Q_8_unstained,BG
0.070,0.075,31,42,2021-05-11_Q_8_unstained,BG
0.075,0.076,42,33,2021-05-11_Q_8_unstained,BG
0.080,0.081,47,42,2021-05-11_Q_8_unstained,BG
