stained_absorbance,unstained_absorbance,stained_hue,unstained_hue,image,cell_type
0.557,0.115,123,128,2021-05-11_WT_8_unstained,XF-CML
0.518,0.133,123,128,2021-05-11_WT_8_unstained,XF-CML
0.438,0.061,120,128,2021-05-11_WT_8_unstained,IF
0.413,0.115,119,100,2021-05-11_WT_8_unstained,IF
0.487,0.186,117,84,2021-05-11_WT_8_unstained,IF
0.428,0.149,117,54,2021-05-11_WT_8_unstained,IF
0.467,0.082,118,35,2021-05-11_WT_8_unstained,IF
0.419,0.116,119,42,2021-05-11_WT_8_unstained,IF
0.466,0.090,119,29,2021-05-11_WT_8_unstained,IF
0.505,0.113,120,46,2021-05-11_WT_8_unstained,IF
0.454,0.082,119,223,2021-05-11_WT_8_unstained,IF
0.442,0.122,117,105,2021-05-11_WT_8_unstained,IF
0.446,0.066,120,202,2021-05-11_WT_8_unstained,IF
0.394,0.094,119,111,2021-05-11_WT_8_unstained,IF
0.401,0.064,120,76,2021-05-11_WT_8_unstained,IF
0.418,0.096,120,51,2021-05-11_WT_8_unstained,IF
0.430,0.076,120,50,2021-05-11_WT_8_unstained,IF
0.503,0.142,119,70,2021-05-11_WT_8_unstained,IF
0.524,0.126,121,128,2021-05-11_WT_8_unstained,IF
0.455,0.091,120,146,2021-05-11_WT_8_unstained,IF
0.442,0.099,119,114,2021-05-11_WT_8_unstained,IF
0.525,0.160,119,73,2021-05-11_WT_8_unstained,IF
0.479,0.032,122,144,2021-05-11_WT_8_unstained,IF-CML
0.459,0.029,122,149,2021-05-11_WT_8_unstained,IF-CML
0.433,4.266E-4,121,128,2021-05-11_WT_8_unstained,IF-CML
0.467,0.011,122,56,2021-05-11_WT_8_unstained,IF-CML
0.436,0.013,122,67,2021-05-11_WT_8_unstained,IF-CML
0.428,0.024,122,112,2021-05-11_WT_8_unstained,IF-CML
0.447,0.038,121,203,2021-05-11_WT_8_unstained,IF-CML
0.438,0.018,122,112,2021-05-11_WT_8_unstained,IF-CML
0.458,0.025,121,59,2021-05-11_WT_8_unstained,IF-CML
0.437,0.018,121,142,2021-05-11_WT_8_unstained,IF-CML
0.407,0.031,121,108,2021-05-11_WT_8_unstained,IF-CML
0.422,0.030,120,105,2021-05-11_WT_8_unstained,IF-CML
0.472,0.044,122,96,2021-05-11_WT_8_unstained,IF-CML
0.489,0.088,122,121,2021-05-11_WT_8_unstained,IF-CML
0.473,0.027,122,147,2021-05-11_WT_8_unstained,IF-CML
0.495,0.044,122,191,2021-05-11_WT_8_unstained,IF-CML
0.446,0.022,121,128,2021-05-11_WT_8_unstained,IF-CML
0.520,0.101,121,98,2021-05-11_WT_8_unstained,IF-CML
0.451,0.028,121,93,2021-05-11_WT_8_unstained,IF-CML
0.460,0.016,122,89,2021-05-11_WT_8_unstained,IF-CML
0.233,0.090,117,128,2021-05-11_WT_8_unstained,LP
0.257,0.113,118,66,2021-05-11_WT_8_unstained,LP
0.293,0.087,117,77,2021-05-11_WT_8_unstained,LP
0.393,0.114,119,135,2021-05-11_WT_8_unstained,LP
0.409,0.104,121,134,2021-05-11_WT_8_unstained,LP
0.412,0.165,117,45,2021-05-11_WT_8_unstained,LP
0.274,0.090,119,84,2021-05-11_WT_8_unstained,LP
0.312,0.140,115,72,2021-05-11_WT_8_unstained,LP
0.325,0.140,118,84,2021-05-11_WT_8_unstained,LP
0.267,0.108,119,76,2021-05-11_WT_8_unstained,LP
0.217,0.065,115,115,2021-05-11_WT_8_unstained,LP
0.311,0.087,120,202,2021-05-11_WT_8_unstained,LP
0.393,0.156,115,112,2021-05-11_WT_8_unstained,LP
0.261,0.071,115,95,2021-05-11_WT_8_unstained,LP
0.345,0.075,121,95,2021-05-11_WT_8_unstained,LP
0.355,0.148,117,48,2021-05-11_WT_8_unstained,LP
0.392,0.175,120,51,2021-05-11_WT_8_unstained,LP
0.382,0.247,114,250,2021-05-11_WT_8_unstained,LP
0.333,0.156,115,242,2021-05-11_WT_8_unstained,LP
0.323,0.099,119,51,2021-05-11_WT_8_unstained,LP
0.129,0.123,120,137,2021-05-11_WT_8_unstained,PH
0.114,0.099,117,123,2021-05-11_WT_8_unstained,PH
0.172,0.153,136,234,2021-05-11_WT_8_unstained,PH
0.168,0.160,120,149,2021-05-11_WT_8_unstained,PH
0.173,0.176,124,186,2021-05-11_WT_8_unstained,PH
0.159,0.139,111,42,2021-05-11_WT_8_unstained,PH
0.139,0.131,107,222,2021-05-11_WT_8_unstained,PH
0.080,0.117,118,223,2021-05-11_WT_8_unstained,PH
0.072,0.075,131,128,2021-05-11_WT_8_unstained,PH
0.089,0.091,128,100,2021-05-11_WT_8_unstained,PH
0.068,0.068,130,114,2021-05-11_WT_8_unstained,PH
0.148,0.169,122,184,2021-05-11_WT_8_unstained,PH
0.137,0.145,118,128,2021-05-11_WT_8_unstained,PH
0.174,0.169,123,213,2021-05-11_WT_8_unstained,PH
0.123,0.110,117,135,2021-05-11_WT_8_unstained,PH
0.164,0.163,116,208,2021-05-11_WT_8_unstained,PH
0.099,0.095,122,132,2021-05-11_WT_8_unstained,PH
0.179,0.159,110,223,2021-05-11_WT_8_unstained,PH
0.180,0.172,116,170,2021-05-11_WT_8_unstained,PH
0.166,0.139,122,165,2021-05-11_WT_8_unstained,PH
0.077,0.059,24,20,2021-05-11_WT_8_unstained,BG
0.073,0.063,29,23,2021-05-11_WT_8_unstained,BG
0.063,0.077,33,32,2021-05-11_WT_8_unstained,BG
0.060,0.070,42,20,2021-05-11_WT_8_unstained,BG
0.060,0.064,32,15,2021-05-11_WT_8_unstained,BG
0.060,0.075,31,31,2021-05-11_WT_8_unstained,BG
0.067,0.069,23,35,2021-05-11_WT_8_unstained,BG
0.075,0.063,42,24,2021-05-11_WT_8_unstained,BG
0.076,0.063,42,34,2021-05-11_WT_8_unstained,BG
0.078,0.066,34,42,2021-05-11_WT_8_unstained,BG
0.078,0.061,36,26,2021-05-11_WT_8_unstained,BG
0.072,0.066,42,32,2021-05-11_WT_8_unstained,BG
0.078,0.071,63,33,2021-05-11_WT_8_unstained,BG
0.087,0.090,52,32,2021-05-11_WT_8_unstained,BG
0.082,0.092,56,42,2021-05-11_WT_8_unstained,BG
0.083,0.073,56,57,2021-05-11_WT_8_unstained,BG
0.077,0.081,63,50,2021-05-11_WT_8_unstained,BG
0.079,0.080,95,27,2021-05-11_WT_8_unstained,BG
0.071,0.075,84,31,2021-05-11_WT_8_unstained,BG
0.078,0.079,42,29,2021-05-11_WT_8_unstained,BG
